,KO,Description,hsa,ptr,pps,ggo,pon,ppyg
15957,K16578,CLASP1_2; CLIP-associating protein 1/2,1,1,1,1,1,1
15958,K16579,DCX; neuronal migration protein doublecortin,1,1,1,1,1,1
15959,K16580,SLAIN1_2; SLAIN motif-containing protein 1/2,1,1,1,1,1,1
15960,K16581,TPGS1; tubulin polyglutamylase complex subunit 1,1,1,1,1,1,1
15961,K16582,TTLL6_13; tubulin polyglutamylase TTLL6/13 [EC:6.3.2.61],1,1,1,1,1,1
15962,K16583,TTLL7; tubulin polyglutamylase TTLL7 [EC:6.3.2.62],1,1,1,1,1,1
15963,K16584,"HAUS1, AUG1; HAUS augmin-like complex subunit 1",1,1,1,1,1,1
15964,K16585,"HAUS2, AUG2; HAUS augmin-like complex subunit 2",1,1,1,1,1,1
15965,K16586,"HAUS3, AUG3; HAUS augmin-like complex subunit 3",1,1,1,1,1,0
15966,K16587,"HAUS4, AUG4; HAUS augmin-like complex subunit 4",1,1,1,1,1,1
15967,K16588,"HAUS5, AUG5; HAUS augmin-like complex subunit 5",1,1,1,1,1,1
15968,K16589,"HAUS6, AUG6; HAUS augmin-like complex subunit 6",1,1,1,1,1,1
15969,K16590,"HAUS7, AUG7, UIP1; HAUS augmin-like complex subunit 7",1,1,1,1,1,1
15970,K16591,HAUS8; HAUS augmin-like complex subunit 8,1,1,1,1,1,1
15971,K16593,"bioI, CYP107H; pimeloyl-[acyl-carrier protein] synthase [EC:1.14.14.46]",0,0,0,0,0,0
15972,K16594,LRRC36; leucine-rich repeat-containing protein 36,1,1,1,1,1,1
15973,K16595,CCL13; C-C motif chemokine 13,1,1,1,1,0,1
15974,K16596,CCL8; C-C motif chemokine 8,1,1,1,1,1,1
15975,K16597,CCL11; C-C motif chemokine 11,1,1,1,1,0,0
15976,K16598,CCL27; C-C motif chemokine 27,1,1,1,1,1,1
15977,K16599,TTLL1; tubulin polyglutamylase TTLL1 [EC:6.3.2.61],1,1,1,1,1,1
15978,K16600,TTLL2; tubulin polyglutamylase TTLL2 [EC:6.3.2.-],1,1,1,1,1,1
15979,K16601,TTLL4; tubulin polyglutamylase TTLL4 [EC:6.3.2.62],1,1,1,1,1,1
15980,K16602,TTLL5; tubulin polyglutamylase TTLL5 [EC:6.3.2.61],1,1,1,1,1,1
15981,K16603,TTLL9; tubulin polyglutamylase TTLL9 [EC:6.3.2.61],1,1,1,1,1,1
15982,K16604,TTLL11; tubulin polyglutamylase TTLL11 [EC:6.3.2.-],1,1,1,1,1,1
15983,K16605,TPGS2; tubulin polyglutamylase complex subunit 2,1,1,1,1,1,1
15984,K16606,LRRC49; leucine-rich repeat-containing protein 49,1,1,1,1,1,1
15985,K16607,NICN1; nicolin-1,1,1,1,1,1,1
15986,K16608,TTLL3_8; tubulin monoglycylase TTLL3/8 [EC:6.3.2.-],1,1,1,1,1,1
15987,K16609,TTLL12; tubulin--tyrosine ligase-like protein 12,1,1,1,1,1,1
15988,K16610,TTLL15; tubulin polyglutamylase TTLL15 [EC:6.3.2.-],0,0,0,0,0,0
15989,K16611,HOOK2; protein HOOK2,1,1,1,1,1,1
15990,K16612,HOOK1; protein HOOK1,1,1,1,1,1,1
15991,K16613,OAZ2; ornithine decarboxylase antizyme 2,1,1,1,1,1,1
15992,K16614,OAZ3; ornithine decarboxylase antizyme 3,1,1,1,1,1,1
15993,K16615,"PARP7; actin-related protein 7, plant",0,0,0,0,0,0
15994,K16616,"PARP8; actin-related protein 8, plant",0,0,0,0,0,0
15995,K16617,COL13A; collagen type XIII alpha,1,1,1,1,1,1
15996,K16618,POLN; DNA polymerase nu [EC:2.7.7.7],1,1,1,1,1,1
15997,K16619,"plc, cpa; phospholipase C / alpha-toxin [EC:3.1.4.3]",0,0,0,0,0,0
15998,K16620,BMP6; bone morphogenetic protein 6,1,1,1,1,1,1
15999,K16621,BMP7; bone morphogenetic protein 7,1,1,1,1,1,1
16000,K16622,BMP8; bone morphogenetic protein 8,1,1,1,1,1,1
16001,K16623,ntnH; botulinum neurotoxin type non-toxic component,0,0,0,0,0,0
16002,K16624,ha-33; main hemagglutinin component,0,0,0,0,0,0
16003,K16625,ha-17; hemagglutinin component HA-17,0,0,0,0,0,0
16004,K16626,ha-70; hemagglutinin components HA-22/23/53,0,0,0,0,0,0
16005,K16627,"SOD3; superoxide dismutase, Cu-Zn family [EC:1.15.1.1]",1,1,1,1,1,1
16006,K16628,COL7A; collagen type VII alpha,1,1,1,1,1,1
16007,K16629,COL21A; collagen type XXI alpha,1,0,0,0,1,0
16008,K16630,COL22A; collagen type XXII alpha,1,1,1,1,1,1
16009,K16631,"ANG, RNASE5; angiogenin [EC:3.1.27.-]",1,1,1,1,1,1
16010,K16632,RNASE4; ribonuclease 4 [EC:3.1.27.-],1,1,1,1,1,1
16011,K16633,RNASE11; ribonuclease 11 [EC:3.1.27.-],1,1,1,1,1,1
16012,K16634,RNH1; ribonuclease inhibitor,1,1,1,1,1,1
16013,K16635,exoS; exoenzyme S,0,0,0,0,0,0
16014,K16636,exoT; exoenzyme T,0,0,0,0,0,0
16015,K16637,"K16637, exoY; adenylate cyclase ExoY",0,0,0,0,0,0
16016,K16638,exoU; exoenzyme U,0,0,0,0,0,0
16017,K16639,LACTB2; endoribonuclease LACTB2 [EC:3.1.27.-],1,1,1,1,1,1
16018,K16640,ssh7; DNA-binding protein 7 [EC:3.1.27.-],0,0,0,0,0,0
16019,K16641,HDGF; hepatoma-derived growth factor,1,1,1,1,1,1
16020,K16642,PTN; pleiotrophin,1,1,1,1,1,1
16021,K16643,SERPINE2; glia-derived nexin,1,1,1,1,1,1
16022,K16644,actA; actin-assembly inducing protein,0,0,0,0,0,0
16023,K16645,hbhA; heparin binding hemagglutinin HbhA,0,0,0,0,0,0
16024,K16646,ANXA5; annexin A5,1,1,1,1,1,1
16025,K16647,aftC; arabinofuranan 3-O-arabinosyltransferase [EC:2.4.2.47],0,0,0,0,0,0
16026,K16648,aftD; arabinofuranan 3-O-arabinosyltransferase [EC:2.4.2.-],0,0,0,0,0,0
16027,K16649,"glft1; rhamnopyranosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,3/1,4-galactofuranosyltransferase [EC:2.4.1.287]",0,0,0,0,0,0
16028,K16650,"glft2; galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase [EC:2.4.1.288]",0,0,0,0,0,0
16029,K16651,pduX; L-threonine kinase [EC:2.7.1.177],0,0,0,0,0,0
16030,K16652,dprE2; decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase [EC:1.1.1.333],0,0,0,0,0,0
16031,K16653,dprE1; decaprenylphospho-beta-D-ribofuranose 2-oxidase [EC:1.1.98.3],0,0,0,0,0,0
16032,K16654,K16654; spore-specific protein,0,0,0,0,0,0
16033,K16655,MIA; melanoma inhibitory activity protein,1,1,1,1,1,1
16034,K16656,NXPH1; neurexophilin-1,1,1,1,1,1,1
16035,K16657,NXPH2; neurexophilin-2,1,1,1,1,1,1
16036,K16658,NXPH3; neurexophilin-3,1,1,1,1,1,1
16037,K16659,"RTN4R, NGR; reticulon-4 receptor",1,1,1,1,1,1
16038,K16660,"RTN4RL1, NGR3; reticulon-4 receptor-like 1",1,1,1,1,0,1
16039,K16661,"RTN4RL2, NGR2; reticulon-4 receptor-like 2",1,1,1,1,1,1
16040,K16662,PTPRU; receptor-type tyrosine-protein phosphatase U [EC:3.1.3.48],1,1,1,1,1,1
16041,K16663,"CD300LG, NEPMUCIN; CMRF35-like molecule 9",1,1,1,1,1,1
16042,K16664,EMCN; endomucin,1,1,1,1,1,1
16043,K16665,LRRTM1_2; leucine-rich repeat transmembrane neuronal protein 1/2,1,1,1,1,1,1
16044,K16666,OMG; oligodendrocyte myelin glycoprotein,1,1,1,1,1,1
16045,K16667,PTPRG; receptor-type tyrosine-protein phosphatase gamma [EC:3.1.3.48],1,1,1,1,1,1
16046,K16668,"TMIGD2, IGPR1; transmembrane and immunoglobulin domain-containing protein 2",1,1,1,1,1,1
16047,K16669,FAT4; protocadherin Fat 4,1,1,1,1,1,1
16048,K16670,MEIS2; homeobox protein Meis2,1,1,1,1,1,1
16049,K16671,MEIS3; homeobox protein Meis3,1,1,1,1,1,1
16050,K16672,HTH; homeobox protein homothorax,0,0,0,0,0,0
16051,K16673,LIX1L; LIX1-like protein,1,1,1,1,1,1
16052,K16674,FJX1; four-jointed box protein 1,1,1,1,1,1,1
16053,K16675,ZDHHC14_18; palmitoyltransferase ZDHHC14/18 [EC:2.3.1.225],1,1,1,1,1,1
16054,K16676,LPP; lipoma-prefererred partner,1,1,1,1,1,1
16055,K16677,DACHS; dachs,0,0,0,0,0,0
16056,K16678,EGR; eiger,0,0,0,0,0,0
16057,K16679,WGN; wengen,0,0,0,0,0,0
16058,K16680,ED; echinoid,0,0,0,0,0,0
16059,K16681,CRB; protein crumbs,1,1,1,1,1,1
16060,K16682,"AJUBA, LIMD1, WTIP; LIM domain-containing protein",1,1,1,1,1,1
16061,K16683,EX; protein expanded,0,0,0,0,0,0
16062,K16684,NF2; merlin,1,1,1,1,1,1
16063,K16685,WWC1; protein KIBRA,1,1,1,1,1,1
16064,K16686,"SAV1, Sav; scaffold protein salvador",1,1,1,1,1,1
16065,K16687,"YAP1, Yki; transcriptional coactivator YAP1",1,1,1,1,1,1
16066,K16688,DIA; diaphanous,0,0,0,0,0,0
16067,K16689,UPD; unpaired,0,0,0,0,0,0
16068,K16690,VN; protein vein,0,0,0,0,0,0
16069,K16691,KRN; keren,0,0,0,0,0,0
16070,K16692,etk-wzc; tyrosine-protein kinase Etk/Wzc [EC:2.7.10.3],0,0,0,0,0,0
16071,K16693,wzxE; enterobacterial common antigen flippase,0,0,0,0,0,0
16072,K16694,tuaB; teichuronic acid exporter,0,0,0,0,0,0
16073,K16695,wzxC; lipopolysaccharide exporter,0,0,0,0,0,0
16074,K16696,amsL; exopolysaccharide (amylovoran) exporter,0,0,0,0,0,0
16075,K16697,tuaC; teichuronic acid biosynthesis glycosyltransferase TuaC [EC:2.4.-.-],0,0,0,0,0,0
16076,K16698,tuaG; teichuronic acid biosynthesis glycosyltransferase TuaG [EC:2.4.-.-],0,0,0,0,0,0
16077,K16699,tuaH; teichuronic acid biosynthesis glycosyltransferase TuaH [EC:2.4.-.-],0,0,0,0,0,0
16078,K16700,"amsB, cpsE; amylovoran/stewartan biosynthesis glycosyltransferase AmsB/CpsE [EC:2.4.-.-]",0,0,0,0,0,0
16079,K16701,amsD; amylovoran biosynthesis glycosyltransferase AmsD [EC:2.4.-.-],0,0,0,0,0,0
16080,K16702,amsE; amylovoran biosynthesis glycosyltransferase AmsE [EC:2.4.-.-],0,0,0,0,0,0
16081,K16703,"wcaL, amsK, cpsK; colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK [EC:2.4.-.-]",0,0,0,0,0,0
16082,K16704,"rffC, wecD; dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase [EC:2.3.1.210]",0,0,0,0,0,0
16083,K16705,tuaE; teichuronic acid biosynthesis protein TuaE,0,0,0,0,0,0
16084,K16706,tuaF; teichuronic acid biosynthesis protein TuaF,0,0,0,0,0,0
16085,K16707,"amsG, cpsA; UDP-galactose-lipid carrier transferase",0,0,0,0,0,0
16086,K16708,amsC; amylovoran biosynthesis protein AmsC,0,0,0,0,0,0
16087,K16709,amsF; amylovoran biosynthesis protein AmsF,0,0,0,0,0,0
16088,K16710,"wcaK, amsJ; colanic acid/amylovoran biosynthesis protein WcaK/AmsJ",0,0,0,0,0,0
16089,K16711,wcaM; colanic acid biosynthesis protein WcaM,0,0,0,0,0,0
16090,K16712,epsE; EPS I polysaccharide export inner membrane protein EpsE,0,0,0,0,0,0
16091,K16713,epsF; EPS I polysaccharide export inner membrane protein EpsF,0,0,0,0,0,0
16092,K16714,ANA1; anastral spindle 1,0,0,0,0,0,0
16093,K16715,ANA2; anastral spindle 2,0,0,0,0,0,0
16094,K16717,CEP97; centrosomal protein CEP97,1,1,1,1,1,1
16095,K16718,CNN; centrosomin,0,0,0,0,0,0
16096,K16719,"KANSL3, RCD1; regulatory NSL complex subunit 3",1,1,1,1,1,1
16097,K16720,RCD2; reduction in cnn dots 2,0,0,0,0,0,0
16098,K16721,RCD4; reduction in cnn dots 4,0,0,0,0,0,0
16099,K16722,SPD2; spindle-defective protein 2,0,0,0,0,0,0
16100,K16724,STIL; SCL-interrupting locus protein,1,1,1,1,1,1
16101,K16725,CEP192; centrosomal protein CEP192,1,1,1,1,1,1
16102,K16726,"ANKRD17, MASK; ankyrin repeat domain-containing protein 17",1,1,1,1,1,1
16103,K16727,ARHGEF10; Rho guanine nucleotide exchange factor 10,1,1,1,1,1,1
16104,K16728,"CEP152, ASL; centrosomal protein CEP152",1,1,1,1,1,1
16105,K16729,"CHORDC1, CHP1; cysteine and histidine-rich domain-containing protein",1,1,1,1,1,1
16106,K16731,GOLGA1; golgin subfamily A member 1,1,1,1,1,1,1
16107,K16732,"PRC1, ASE1, MAP65; Ase1/PRC1/MAP65 family protein",1,1,1,1,1,1
16108,K16733,"RACGAP1, Tum; Rac GTPase-activating protein 1",1,1,1,1,1,1
16109,K16734,"SAC3D1, SHD1; SAC3 domain-containing protein 1",1,1,1,1,1,1
16110,K16735,ITGB1BP2; integrin beta-1-binding protein 2,1,1,1,1,1,1
16111,K16736,BAN; bantam,0,0,0,0,0,0
16112,K16737,"ZNF365, Su48; protein ZNF365",1,1,1,1,1,1
16113,K16738,"NDE1, NUDE; nuclear distribution protein NudE",1,1,1,1,0,1
16114,K16739,NDEL1; nuclear distribution protein NudE-like 1,1,1,1,1,1,1
16115,K16740,AHI1; jouberin,1,1,1,1,1,1
16116,K16741,ALMS1; alstrom syndrome protein 1,1,1,1,1,1,1
16117,K16742,"ARL2BP, BART; ADP-ribosylation factor-like protein 2-binding protein",1,1,1,1,1,1
16118,K16743,"ASPM, ASP; abnormal spindle-like microcephaly-associated protein",1,1,1,1,1,1
16119,K16744,B9D1; B9 domain-containing protein 1,1,1,1,1,1,1
16120,K16745,B9D2; B9 domain-containing protein 2,1,1,1,1,1,1
16121,K16746,BBS1; Bardet-Biedl syndrome 1 protein,1,1,1,1,1,1
16122,K16747,BBS2; Bardet-Biedl syndrome 2 protein,1,1,1,1,1,1
16123,K16748,BBS5; Bardet-Biedl syndrome 5 protein,1,1,1,1,1,1
16124,K16749,BBS7; Bardet-Biedl syndrome 7 protein,1,1,1,1,1,1
16125,K16750,BLOC1S2; biogenesis of lysosome-related organelles complex 1 subunit 2,1,1,1,1,1,1
16126,K16751,C2CD3; C2 domain-containing protein 3,1,1,1,1,1,1
16127,K16752,CCDC15; coiled-coil domain-containing protein 15,1,1,1,1,1,1
16128,K16753,CCDC34; coiled-coil domain-containing protein 34,1,1,1,1,1,1
16129,K16754,"CEP83, CCDC41; centrosomal protein CEP83",1,1,1,1,1,1
16130,K16755,CCDC61; coiled-coil domain-containing protein 61,1,1,1,1,1,1
16131,K16756,"BICDL, CCDC64; BICD family-like cargo adapter",1,1,1,1,1,1
16132,K16757,CCDC77; coiled-coil domain-containing protein 77,1,1,1,1,1,1
16133,K16758,CCDC85B; coiled-coil domain-containing protein 85B,1,1,1,1,1,1
16134,K16759,CCDC102; coiled-coil domain-containing protein 102,1,1,1,1,1,1
16135,K16760,CCHCR1; coiled-coil alpha-helical rod protein 1,1,1,1,1,1,1
16136,K16761,CEP44; centrosomal protein CEP44,1,1,1,1,1,1
16137,K16762,CEP57; centrosomal protein CEP57,1,1,1,1,1,1
16138,K16763,CEP63; centrosomal protein CEP63,1,1,1,1,1,1
16139,K16764,CEP68; centrosomal protein CEP68,1,1,1,1,1,1
16140,K16765,CEP78; centrosomal protein CEP78,1,1,1,1,1,1
16141,K16766,CEP85; centrosomal protein CEP85,1,1,1,1,1,1
16142,K16767,CEP112; centrosomal protein CEP112,1,0,1,1,1,1
16143,K16768,CEP350; centrosomal protein CEP350,1,1,1,1,1,1
16144,K16769,CKAP2; cytoskeleton-associated protein 2,1,1,1,1,1,1
16145,K16770,CNTRL; centriolin,1,1,1,1,1,1
16146,K16771,CSPP1; centrosome and spindle pole-associated protein 1,1,1,1,1,1,1
16147,K16772,FAM161A; protein FAM161A,1,1,1,1,1,1
16148,K16773,FATS; fragile-site associated tumor suppressor,1,1,0,1,0,1
16149,K16774,"IQCB1, NPHP5; IQ calmodulin-binding motif-containing protein 1",1,1,1,1,1,1
16150,K16775,"MPHOSPH9, MPP9; M-phase phosphoprotein 9",1,1,1,1,1,1
16151,K16776,NAV1; neuron navigator 1,1,1,1,0,1,1
16152,K16777,NEURL4; neuralized-like protein 4,1,1,1,1,1,1
16153,K16778,PDPN; podoplanin,1,1,1,1,1,1
16154,K16779,"RAB3IP, RABIN8; Rab-3A-interacting protein",1,1,1,1,1,1
16155,K16780,SSNA1; sjoegren syndrome nuclear autoantigen 1,1,1,0,1,0,1
16156,K16781,"TTC8, BBS8; tetratricopeptide repeat protein 8",1,1,1,1,1,1
16157,K16782,NEURL2; neuralized-like protein 2,1,1,1,1,1,1
16158,K16783,bioN; biotin transport system permease protein,0,0,0,0,0,0
16159,K16784,bioM; biotin transport system ATP-binding protein [EC:7.6.2.-],0,0,0,0,0,0
16160,K16785,ecfT; energy-coupling factor transport system permease protein,0,0,0,0,0,0
16161,K16786,ecfA1; energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-],0,0,0,0,0,0
16162,K16787,ecfA2; energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-],0,0,0,0,0,0
16163,K16788,niaX; niacin transporter,0,0,0,0,0,0
16164,K16789,thiT; thiamine transporter,0,0,0,0,0,0
16165,K16790,SMAD5; mothers against decapentaplegic homolog 5,1,1,1,1,1,1
16166,K16791,"SMAD9, SMAD8; mothers against decapentaplegic homolog 9",1,1,1,1,1,1
16167,K16792,aksD; methanogen homoaconitase large subunit [EC:4.2.1.114],0,0,0,0,0,0
16168,K16793,aksE; methanogen homoaconitase small subunit [EC:4.2.1.114],0,0,0,0,0,0
16169,K16794,"PAFAH1B1, LIS1; platelet-activating factor acetylhydrolase IB subunit alpha",1,1,1,1,1,1
16170,K16795,PAFAH1B2_3; platelet-activating factor acetylhydrolase IB subunit beta/gamma [EC:3.1.1.47],1,1,1,1,1,1
16171,K16796,SOX2; transcription factor SOX2 (SOX group B),1,1,1,1,1,1
16172,K16797,GLI1; zinc finger protein GLI1,1,1,1,1,1,1
16173,K16798,GLI2; zinc finger protein GLI2,1,1,1,1,1,1
16174,K16799,CI; transcriptional activator cubitus interruptus,0,0,0,0,0,0
16175,K16800,"AUNIP, AIBP; aurora kinase A and ninein-interacting protein",1,1,1,1,1,1
16176,K16801,CEP19; centrosomal protein CEP19,1,1,1,1,1,1
16177,K16802,CEP70; centrosomal protein CEP70,1,1,1,1,1,1
16178,K16803,CKAP5; cytoskeleton-associated protein 5,1,1,1,1,1,1
16179,K16804,"DLGAP5, DLG7; disks large-associated protein 5",1,1,1,1,1,1
16180,K16805,"FAM83D, CHICA; protein FAM83D",1,1,1,1,1,1
16181,K16806,MAP7D1; MAP7 domain-containing protein 1,1,1,1,1,1,1
16182,K16807,MAP7D3; MAP7 domain-containing protein 3,1,1,1,1,1,1
16183,K16808,NUMA1; nuclear mitotic apparatus protein 1,1,1,1,1,1,1
16184,K16809,CEP162; centrosomal protein CEP162,1,1,1,1,1,1
16185,K16810,TBCCD1; TBCC domain-containing protein 1,1,1,1,1,1,1
16186,K16811,TCHP; trichoplein keratin filament-binding protein,1,1,1,1,1,1
16187,K16812,TPX2; targeting protein for Xklp2,1,1,1,1,1,1
16188,K16813,PNPLA1; omega-hydroxyceramide transacylase [EC:2.3.1.296],1,1,1,1,1,1
16189,K16814,PNPLA5; patatin-like phospholipase domain-containing protein 5 [EC:3.1.1.-],1,1,1,1,1,1
16190,K16815,PNPLA8; calcium-independent phospholipase A2-gamma,1,1,1,1,1,1
16191,K16816,"PNPLA2, ATGL; patatin-like phospholipase domain-containing protein 2 [EC:3.1.1.3]",1,1,1,1,1,1
16192,K16817,PLA2G16; HRAS-like suppressor 3 [EC:3.1.1.32 3.1.1.4],1,1,1,1,1,1
16193,K16818,DAD1; phospholipase A1 [EC:3.1.1.32],0,0,0,0,0,0
16194,K16819,AMOT; angiomotin,1,1,1,1,1,1
16195,K16820,"WWTR1, TAZ; WW domain-containing transcription regulator protein 1",1,1,1,1,1,1
16196,K16821,FRMD1; FERM domain-containing protein 1,1,1,1,1,1,1
16197,K16822,FRMD6; FERM domain-containing protein 6,1,1,1,1,1,1
16198,K16823,"TP53BP2, ASPP2; apoptosis-stimulating of p53 protein 2",1,1,1,1,1,1
16199,K16824,"FCGR2C, CD32; low affinity immunoglobulin gamma Fc receptor II-c",1,1,0,0,0,0
16200,K16825,"CEACAM19, CEAL1; carcinoembryonic antigen-related cell adhesion molecule 19",1,1,1,1,1,1
16201,K16826,SIRPB2; signal-regulatory protein beta 2,1,1,1,1,1,1
16202,K16827,SIRPD; signal-regulatory protein delta,1,1,1,1,1,0
16203,K16828,PIM; pimples,0,0,0,0,0,0
16204,K16829,THR; protein three rows,0,0,0,0,0,0
16205,K16830,AURKAIP1; aurora kinase A-interacting protein,1,1,1,1,1,1
16206,K16831,BORA; protein aurora borealis,1,1,1,1,1,1
16207,K16832,"NEDD9, HEF1, CASL; enhancer of filamentation 1",1,1,1,0,1,1
16208,K16833,"PPP1R2, IPP2; protein phosphatase inhibitor 2",1,1,1,1,1,1
16209,K16834,SOST; sclerostin,1,1,1,1,1,1
16210,K16835,CETP; cholesteryl ester transfer protein,1,1,1,1,1,1
16211,K16836,TCL1B; T-cell leukemia/lymphoma 1B,1,1,1,1,1,1
16212,K16837,MTCP1; mature T-cell proliferation-1 type B1,1,1,1,1,1,1
16213,K16838,pucL; urate oxidase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:1.7.3.3 4.1.1.97],0,0,0,0,0,0
16214,K16839,hpxO; FAD-dependent urate hydroxylase [EC:1.14.13.113],0,0,0,0,0,0
16215,K16840,hpxQ; 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97],0,0,0,0,0,0
16216,K16841,hpxA; allantoin racemase [EC:5.1.99.3],0,0,0,0,0,0
16217,K16842,hpxB; allantoinase [EC:3.5.2.5],0,0,0,0,0,0
16218,K16843,slcC; (S)-sulfolactate dehydrogenase [EC:1.1.1.310],0,0,0,0,0,0
16219,K16844,comC; (2R)-3-sulfolactate dehydrogenase (NADP+) [EC:1.1.1.338],0,0,0,0,0,0
16220,K16845,suyA; (2R)-sulfolactate sulfo-lyase subunit alpha [EC:4.4.1.24],0,0,0,0,0,0
16221,K16846,suyB; (2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24],0,0,0,0,0,0
16222,K16847,TIAM2; T-lymphoma invasion and metastasis-inducing protein 2,1,1,1,1,1,0
16223,K16848,IQGAP1; Ras GTPase-activating-like protein IQGAP1,1,1,1,1,1,1
16224,K16849,uxaA1; altronate dehydratase small subunit [EC:4.2.1.7],0,0,0,0,0,0
16225,K16850,uxaA2; altronate dehydratase large subunit [EC:4.2.1.7],0,0,0,0,0,0
16226,K16851,"FCAMR, CD351; high affinity immunoglobulin alpha and immunoglobulin mu Fc receptor",1,1,1,1,1,1
16227,K16852,"SLAMF6, CD352; SLAM family member 6",1,1,1,1,1,1
16228,K16853,"SLAMF8, CD353; SLAM family member 8",1,1,1,1,1,1
16229,K16854,"EVI2B, CD361; ecotropic viral integration site 2B protein",1,1,1,1,1,1
16230,K16855,NUDT16; U8 snoRNA-decapping enzyme [EC:3.6.1.62 3.6.1.64],1,1,1,1,1,1
16231,K16856,ugl; ureidoglycolate lyase [EC:4.3.2.3],0,0,0,0,0,0
16232,K16857,THBS1; thrombospondin 1,1,1,1,1,1,1
16233,K16858,VEGFB; vascular endothelial growth factor B,1,1,1,1,1,1
16234,K16859,PGF; placenta growth factor,1,1,1,1,1,1
16235,K16860,PLD3_4; phospholipase D3/4 [EC:3.1.4.4],1,1,1,1,1,1
16236,K16861,PLD5; inactive phospholipase D5,1,1,1,1,1,1
16237,K16862,PLD6; mitochondrial cardiolipin hydrolase [EC:3.1.4.-],1,1,1,1,1,1
16238,K16863,MIR21; microRNA 21,1,1,0,0,0,0
16239,K16864,MIR10A; microRNA 10a,1,1,0,0,0,0
16240,K16865,PDCD4; programmed cell death protein 4,1,1,1,1,1,1
16241,K16866,TIMP3; metalloproteinase inhibitor 3,1,1,1,1,1,1
16242,K16867,"NUDT16L1, SDOS; NUDT16-like protein 1",1,1,1,1,1,1
16243,K16868,tehB; tellurite methyltransferase [EC:2.1.1.265],0,0,0,0,0,0
16244,K16869,lipL; octanoyl-[GcvH]:protein N-octanoyltransferase [EC:2.3.1.204],0,0,0,0,0,0
16245,K16870,wbbL; N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase [EC:2.4.1.289],0,0,0,0,0,0
16246,K16871,POP2; 4-aminobutyrate---pyruvate transaminase [EC:2.6.1.96],0,0,0,0,0,0
16247,K16872,E2.3.1.207; beta-ketodecanoyl-[acyl-carrier-protein] synthase [EC:2.3.1.207],0,0,0,0,0,0
16248,K16873,hmfH; 5-(hydroxymethyl)furfural/furfural oxidase [EC:1.1.3.47 1.1.3.-],0,0,0,0,0,0
16249,K16874,"hmfF; 2,5-furandicarboxylate decarboxylase 1",0,0,0,0,0,0
16250,K16875,"hmfG; 2,5-furandicarboxylate decarboxylase 2",0,0,0,0,0,0
16251,K16876,hmfD; 2-furoate---CoA ligase [EC:6.2.1.31],0,0,0,0,0,0
16252,K16877,hmfA; 2-furoyl-CoA dehydrogenase large subunit [EC:1.3.99.8],0,0,0,0,0,0
16253,K16878,hmfB; 2-furoyl-CoA dehydrogenase FAD binding subunit [EC:1.3.99.8],0,0,0,0,0,0
16254,K16879,hmfC; 2-furoyl-CoA dehydrogenase 2Fe-2S iron sulfur subunit [EC:1.3.99.8],0,0,0,0,0,0
16255,K16880,hmfE; 2-oxoglutaroyl-CoA hydrolase,0,0,0,0,0,0
16256,K16881,K16881; mannose-1-phosphate guanylyltransferase / phosphomannomutase [EC:2.7.7.13 5.4.2.8],0,0,0,0,0,0
16257,K16882,PCLO; protein piccolo,1,1,1,1,1,1
16258,K16883,sta; heat-stable enterotoxin STa/STI,0,0,0,0,0,0
16259,K16884,stb; heat-stable enterotoxin STb/STII,0,0,0,0,0,0
16260,K16885,"qmoA; quinone-modifying oxidoreductase, subunit QmoA",0,0,0,0,0,0
16261,K16886,"qmoB; quinone-modifying oxidoreductase, subunit QmoB",0,0,0,0,0,0
16262,K16887,"qmoC; quinone-modifying oxidoreductase, subunit QmoC",0,0,0,0,0,0
16263,K16888,ZACN; zinc-activated ligand-gated ion channel,1,1,1,1,1,1
16264,K16889,CATSPER1; cation channel sperm-associated protein 1,1,1,1,1,1,1
16265,K16890,CATSPER2; cation channel sperm-associated protein 2,1,1,1,1,1,1
16266,K16891,CATSPER3; cation channel sperm-associated protein 3,1,1,1,1,1,1
16267,K16892,CATSPER4; cation channel sperm-associated protein 4,1,1,1,1,1,1
16268,K16893,CATSPERB; cation channel sperm-associated protein subunit beta,1,1,1,1,1,1
16269,K16894,CATSPERG; cation channel sperm-associated protein subunit gamma,1,1,1,1,1,1
16270,K16895,CATSPERD; cation channel sperm-associated protein subunit delta,1,1,1,1,1,1
16271,K16896,TPCN1; two pore calcium channel protein 1,1,1,1,1,1,1
16272,K16897,TPCN3; two pore calcium channel protein 3,0,0,0,0,0,0
